order_detail_id,order_id,product_id,quantity,discount_percent,unit_price,total_price
13149,4649,350,1,16.61,3499.0,2917.94
13150,4650,65,1,6.95,1499.0,1394.77
13151,4650,238,1,10.06,1599.0,1438.17
13152,4651,350,3,7.27,3499.0,9734.34
13153,4651,311,1,18.16,1429.0,1169.5
13154,4652,129,2,27.85,1799.0,2595.81
13155,4653,365,1,27.07,1499.0,1093.27
13156,4653,37,1,11.87,1499.0,1321.06
13157,4654,50,1,2.33,1399.0,1366.44
13158,4654,368,2,3.82,399.0,767.54
13159,4655,21,1,4.19,2499.0,2394.26
13160,4655,359,2,8.19,3999.0,7343.0
13161,4655,266,1,4.05,1499.0,1438.32
13162,4656,344,1,0.28,2499.0,2491.95
13163,4656,82,2,5.79,1499.0,2824.33
13164,4656,122,1,4.66,1999.0,1905.85
13165,4657,360,1,2.54,1599.0,1558.4
13166,4658,117,2,4.42,1599.0,3056.54
13167,4658,369,1,18.21,1799.0,1471.39
13168,4658,291,1,21.92,2299.0,1794.99
13169,4658,9,2,5.18,699.0,1325.62
13170,4658,341,1,2.41,3499.0,3414.63
13171,4658,214,1,9.75,499.0,450.35
13172,4658,258,1,15.04,1299.0,1103.62
13173,4659,19,1,17.93,999.0,819.86
13174,4659,226,12,4.18,1499.0,17236.92
13175,4659,284,2,10.98,399.0,710.36
13176,4659,210,2,6.16,849.0,1593.34
13177,4660,231,1,7.72,1381.0,1274.37
13178,4660,163,1,0.78,599.0,594.32
13179,4661,123,2,8.13,2499.0,4591.54
13180,4661,262,3,6.04,999.0,2816.09
13181,4662,48,1,3.85,1299.0,1249.05
13182,4662,371,1,16.59,1799.0,1500.48
13183,4662,349,1,2.35,3999.0,3905.15
13184,4662,343,2,4.06,2999.0,5754.34
13185,4663,362,1,26.93,1999.0,1460.74
13186,4663,22,2,34.6,1499.0,1960.75
13187,4664,50,1,2.01,1399.0,1370.92
13188,4665,208,1,16.08,2999.0,2516.67
13189,4666,123,1,7.27,2499.0,2317.24
13190,4666,54,1,3.82,999.0,960.87
13191,4667,310,1,12.28,1699.0,1490.42
13192,4667,300,2,20.78,999.0,1582.89
13193,4667,259,2,2.79,849.0,1650.6
13194,4668,227,1,0.8,1499.0,1486.96
13195,4668,235,1,24.15,2499.0,1895.53
13196,4669,363,3,9.68,399.0,1081.12
13197,4670,334,2,5.11,1799.0,3414.11
13198,4670,286,1,15.8,1999.0,1683.22
13199,4670,119,1,10.35,349.0,312.87
13200,4671,105,1,20.65,1999.0,1586.31
13201,4671,177,1,5.53,3499.0,3305.52
13202,4671,310,2,23.07,1699.0,2614.12
13203,4671,327,1,11.29,599.0,531.38
13204,4672,42,1,10.88,2999.0,2672.62
13205,4672,317,1,12.77,499.0,435.27
13206,4673,24,1,7.96,1299.0,1195.55
13207,4673,47,2,5.18,1299.0,2463.36
13208,4673,371,1,6.42,1799.0,1683.46
13209,4673,250,1,4.65,1399.0,1334.01
13210,4673,358,3,9.25,2999.0,8164.75
13211,4673,32,1,12.35,1999.0,1752.2
13212,4673,130,1,10.71,1999.0,1784.85
13213,4673,211,1,1.61,599.0,589.37
13214,4673,329,2,5.21,1799.0,3410.59
13215,4673,188,1,12.59,1999.0,1747.31
13216,4673,128,1,11.65,1299.0,1147.68
13217,4673,73,1,8.22,1499.0,1375.77
13218,4673,290,1,12.08,1299.0,1142.14
13219,4673,280,1,16.88,2499.0,2077.29
13220,4674,7,1,11.63,449.0,396.78
13221,4674,18,1,14.15,449.0,385.45
13222,4674,184,2,13.91,4999.0,8607.56
13223,4674,284,1,3.31,399.0,385.78
13224,4674,135,1,8.27,499.0,457.71
13225,4675,183,5,16.57,1799.0,7504.62
13226,4676,134,1,12.96,549.0,477.84
13227,4677,36,2,8.51,1999.0,3657.68
13228,4677,326,1,17.84,699.0,574.26
13229,4677,213,1,12.93,449.0,390.96
13230,4677,32,1,12.49,1999.0,1749.29
13231,4677,66,1,10.01,999.0,898.97
13232,4678,87,2,5.99,1499.0,2818.51
13233,4678,127,3,6.41,2299.0,6454.64
13234,4678,366,1,2.28,499.0,487.62
13235,4678,293,1,20.08,1799.0,1437.68
13236,4679,375,1,16.19,1199.0,1004.93
13237,4679,321,2,15.22,799.0,1354.8
13238,4680,99,1,6.27,1699.0,1592.46
13239,4681,163,2,19.1,599.0,969.13
13240,4681,175,1,9.36,3999.0,3624.8
13241,4681,111,2,15.81,8999.0,15152.68
13242,4681,83,2,2.39,1299.0,2535.9
13243,4681,177,1,16.04,3499.0,2937.89
13244,4682,43,1,15.65,2999.0,2529.79
13245,4683,51,1,1.61,1299.0,1278.09
13246,4684,122,1,13.67,1999.0,1725.65
13247,4684,286,2,15.67,1999.0,3371.66
13248,4685,71,1,9.9,1299.0,1170.41
13249,4685,372,2,6.04,1599.0,3004.92
13250,4685,59,1,19.05,1699.0,1375.37
13251,4686,19,1,11.49,999.0,884.23
13252,4686,212,1,7.33,599.0,555.08
13253,4686,135,1,5.54,499.0,471.37
13254,4687,90,1,12.79,1999.0,1743.41
13255,4687,113,1,17.93,9999.0,8206.24
13256,4688,76,1,4.58,1999.0,1907.49
13257,4688,89,1,8.29,1699.0,1558.19
13258,4688,299,2,14.51,499.0,853.17
13259,4689,371,2,4.08,1799.0,3451.36
13260,4690,120,3,18.37,399.0,977.08
13261,4690,213,2,8.92,449.0,817.91
13262,4690,103,2,1.44,939.0,1851.04
13263,4690,247,1,10.52,1399.0,1251.86
13264,4691,304,2,2.39,1299.0,2536.0
13265,4692,105,1,14.6,1999.0,1707.08
13266,4692,46,1,7.27,1183.0,1097.03
13267,4692,263,1,17.98,1299.0,1065.49
13268,4693,57,1,7.65,1799.0,1661.36
13269,4693,300,1,9.75,999.0,901.59
13270,4693,111,1,20.89,8999.0,7119.34
13271,4693,180,1,10.48,2499.0,2237.11
13272,4694,61,1,14.87,1199.0,1020.67
13273,4695,265,2,15.72,1799.0,3032.23
13274,4695,185,1,16.63,3999.0,3333.79
13275,4695,127,2,11.09,2299.0,4087.89
13276,4695,189,2,5.84,2999.0,5647.6
13277,4695,13,1,11.06,399.0,354.87
13278,4695,279,1,2.05,1999.0,1958.1
13279,4695,237,2,6.52,1499.0,2802.38
13280,4695,222,2,17.0,699.0,1160.3
13281,4695,254,1,8.64,1299.0,1186.74
13282,4695,119,1,1.45,349.0,343.96
13283,4695,48,1,0.81,1299.0,1288.42
13284,4695,166,1,14.82,1499.0,1276.86
13285,4695,103,1,10.71,939.0,838.47
13286,4695,41,1,14.76,2999.0,2556.26
13287,4695,357,5,15.67,2699.0,11380.11
13288,4696,204,2,12.03,1599.0,2813.24
13289,4696,187,1,14.9,1999.0,1701.17
13290,4696,90,1,6.67,1999.0,1865.67
13291,4697,54,2,8.55,999.0,1827.21
13292,4698,73,1,7.31,1499.0,1389.46
13293,4698,179,1,6.35,2999.0,2808.43
13294,4698,6,2,11.68,399.0,704.77
13295,4698,319,1,13.45,299.0,258.78
13296,4699,375,1,25.59,1199.0,892.19
13297,4700,238,1,4.91,1599.0,1520.56
13298,4700,67,1,15.74,1299.0,1094.54
13299,4700,77,1,9.72,1699.0,1533.83
13300,4701,181,1,11.34,2499.0,2215.67
13301,4701,154,1,14.42,299.0,255.89
13302,4701,125,1,21.67,2099.0,1644.24
13303,4702,194,1,4.09,2199.0,2108.97
13304,4702,336,1,4.94,1399.0,1329.82
13305,4702,344,1,8.0,2499.0,2299.17
13306,4702,59,1,6.38,1699.0,1590.61
13307,4703,220,1,20.78,449.0,355.72
13308,4703,114,1,2.47,3499.0,3412.43
13309,4704,150,1,25.03,899.0,673.98
13310,4705,108,1,22.24,9499.0,7386.16
13311,4705,182,2,4.63,2499.0,4766.38
13312,4705,306,1,22.88,989.0,762.76
13313,4705,283,2,9.94,349.0,628.62
13314,4706,279,2,5.62,1999.0,3773.3
13315,4707,346,1,15.75,2499.0,2105.43
13316,4707,121,1,0.35,2999.0,2988.45
13317,4707,143,1,17.51,879.0,725.07
13318,4708,202,1,11.29,1799.0,1595.86
13319,4708,253,1,7.27,1799.0,1668.19
13320,4709,133,1,28.49,1799.0,1286.51
13321,4710,212,1,13.55,599.0,517.86
13322,4710,287,1,1.61,2499.0,2458.88
13323,4711,26,1,0.4,999.0,994.97
13324,4711,192,2,7.34,2999.0,5557.5
13325,4711,320,2,8.28,279.0,511.81
13326,4712,355,3,11.73,1999.0,5293.38
13327,4712,318,1,18.3,299.0,244.29
13328,4713,314,1,6.88,899.0,837.16
13329,4713,364,1,7.16,3499.0,3248.55
13330,4713,115,2,0.08,1999.0,3994.83
13331,4714,112,1,13.67,9999.0,8632.39
13332,4714,264,1,14.59,1199.0,1024.06
13333,4714,374,1,22.37,399.0,309.73
13334,4714,261,3,15.44,1499.0,3802.68
13335,4715,45,1,0.73,1599.0,1587.38
13336,4715,314,1,22.63,899.0,695.59
13337,4716,379,1,3.03,1499.0,1453.6
13338,4716,354,2,13.58,2999.0,5183.74
13339,4716,166,1,15.24,1499.0,1270.53
13340,4716,258,1,25.41,1299.0,968.94
13341,4717,321,2,8.22,799.0,1466.71
13342,4717,286,2,26.39,1999.0,2942.89
13343,4717,379,2,2.58,1499.0,2920.57
13344,4717,134,1,8.36,549.0,503.11
13345,4717,254,2,9.85,1299.0,2342.2
13346,4717,167,1,27.16,1499.0,1091.94
13347,4717,271,8,12.0,1699.0,11960.86
13348,4717,150,1,12.96,899.0,782.49
13349,4717,67,1,1.77,1299.0,1275.99
13350,4717,273,1,0.68,1599.0,1588.09
13351,4717,25,1,9.89,1499.0,1350.8
13352,4717,116,1,23.28,2499.0,1917.16
13353,4717,290,1,15.45,1299.0,1098.31
13354,4717,250,5,3.74,1399.0,6733.69
13355,4717,138,1,6.23,2199.0,2061.96
13356,4717,281,2,3.54,1599.0,3084.7
13357,4717,375,1,22.03,1199.0,934.8
13358,4717,294,1,10.99,1999.0,1779.27
13359,4718,143,1,16.72,879.0,732.0
13360,4718,73,1,12.92,1499.0,1305.29
13361,4719,255,1,3.37,1699.0,1641.74
13362,4720,167,1,2.43,1499.0,1462.62
13363,4721,183,1,8.52,1799.0,1645.79
13364,4721,15,1,13.37,449.0,388.99
13365,4721,204,1,1.67,1599.0,1572.28
13366,4722,249,2,13.23,1999.0,3468.99
13367,4722,178,1,20.35,3499.0,2787.09
13368,4722,360,1,10.6,1599.0,1429.49
13369,4722,349,1,18.02,3999.0,3278.46
13370,4723,206,1,6.59,1299.0,1213.35
13371,4723,75,2,13.77,1199.0,2067.77
13372,4724,227,2,18.54,1499.0,2442.21
13373,4724,204,1,3.62,1599.0,1541.19
13374,4725,85,2,9.73,1599.0,2886.91
13375,4725,322,1,5.23,949.0,899.38
13376,4725,284,1,5.6,399.0,376.67
13377,4725,75,1,9.45,1199.0,1085.67
13378,4726,70,1,0.03,1499.0,1498.57
13379,4726,290,1,13.75,1299.0,1120.35
13380,4726,225,3,13.79,2499.0,6463.07
13381,4727,46,2,4.41,1183.0,2261.61
13382,4727,228,1,12.39,1299.0,1138.11
13383,4728,95,1,16.77,1999.0,1663.76
13384,4728,314,1,8.52,899.0,822.39
13385,4729,193,1,8.16,1599.0,1468.47
13386,4730,373,1,1.55,1599.0,1574.3
13387,4730,243,1,18.18,1183.0,967.89
13388,4731,69,1,4.42,1799.0,1719.49
13389,4731,92,1,8.68,899.0,821.0
13390,4731,9,1,9.34,699.0,633.73
13391,4731,68,1,19.94,1199.0,959.87
13392,4731,365,1,13.59,1499.0,1295.28
13393,4732,101,2,4.98,3999.0,7599.33
13394,4732,196,2,7.9,399.0,734.93
13395,4732,360,1,9.58,1599.0,1445.75
13396,4733,100,1,9.75,1999.0,1804.06
13397,4733,169,1,23.46,2699.0,2065.8
13398,4734,57,1,7.56,1799.0,1662.91
13399,4734,266,1,13.47,1499.0,1297.06
13400,4734,275,1,5.65,1499.0,1414.34
13401,4735,66,2,8.17,999.0,1834.81
13402,4736,168,2,21.7,2999.0,4696.28
13403,4736,281,1,17.82,1599.0,1314.01
13404,4737,274,2,10.63,3999.0,7147.43
13405,4737,327,1,7.86,599.0,551.94
13406,4737,95,2,8.7,1999.0,3650.26
13407,4738,379,1,8.97,1499.0,1364.53
13408,4739,225,1,11.21,2499.0,2218.97
13409,4739,188,1,11.33,1999.0,1772.54
13410,4739,371,1,4.62,1799.0,1715.89
13411,4739,149,1,13.1,299.0,259.82
13412,4740,39,1,14.34,2999.0,2568.98
13413,4740,210,1,13.66,849.0,733.04
13414,4740,267,1,2.63,1299.0,1264.77
13415,4741,108,1,6.48,9499.0,8883.7
13416,4741,326,1,7.93,699.0,643.54
13417,4741,68,1,15.48,1199.0,1013.38
13418,4742,26,2,2.14,999.0,1955.29
13419,4742,56,1,13.18,1299.0,1127.76
13420,4743,365,1,23.07,1499.0,1153.12
13421,4743,61,1,0.09,1199.0,1197.93
13422,4743,48,1,18.44,1299.0,1059.49
13423,4743,72,1,17.14,999.0,827.78
13424,4743,325,2,21.77,199.0,311.37
13425,4744,223,5,23.51,449.0,1717.21
13426,4745,299,2,4.95,499.0,948.6
13427,4745,41,1,11.48,2999.0,2654.8
13428,4745,84,1,15.21,1299.0,1101.48
13429,4745,65,2,4.06,1499.0,2876.22
13430,4746,170,1,15.61,1799.0,1518.24
13431,4747,146,2,10.38,1699.0,3045.36
13432,4747,27,2,25.15,1499.0,2244.08
13433,4747,149,1,6.05,299.0,280.91
13434,4747,349,3,23.48,3999.0,9180.57
13435,4748,188,1,1.27,1999.0,1973.52
13436,4748,28,2,3.29,1299.0,2512.4
13437,4748,63,1,26.58,849.0,623.36
13438,4748,276,2,20.61,1499.0,2380.03
13439,4748,195,1,19.91,1999.0,1601.09
13440,4749,216,8,5.5,449.0,3394.3
13441,4749,288,1,17.47,1299.0,1072.0
13442,4749,245,2,9.28,1299.0,2356.86
13443,4749,37,1,9.72,1499.0,1353.26
13444,4750,280,1,6.78,2499.0,2329.63
13445,4750,138,1,4.09,2199.0,2109.09
13446,4750,230,1,4.49,999.0,954.16
13447,4751,203,1,12.88,1599.0,1393.02
13448,4751,5,1,0.84,499.0,494.81
13449,4751,111,1,15.2,8999.0,7631.52
13450,4752,232,1,11.94,1999.0,1760.41
13451,4753,161,1,10.75,199.0,177.61
13452,4753,378,1,23.4,2999.0,2297.29
13453,4753,7,2,16.55,449.0,749.39
13454,4753,284,1,7.36,399.0,369.65
13455,4753,152,1,0.25,349.0,348.13
13456,4754,229,1,14.28,1499.0,1284.92
13457,4754,52,1,15.46,1999.0,1689.98
13458,4754,300,2,7.06,999.0,1856.97
13459,4754,128,1,16.75,1299.0,1081.38
13460,4755,189,5,13.39,2999.0,12986.62
13461,4755,271,1,5.08,1699.0,1612.71
13462,4755,284,1,2.88,399.0,387.5
13463,4755,33,2,9.63,2499.0,4516.84
13464,4755,188,1,14.8,1999.0,1703.24
13465,4756,150,2,21.36,899.0,1413.92
13466,4756,158,1,10.4,949.0,850.33
13467,4757,175,1,14.6,3999.0,3414.99
13468,4757,336,1,8.6,1399.0,1278.68
13469,4757,42,2,15.83,2999.0,5048.75
13470,4758,72,2,4.19,999.0,1914.27
13471,4758,241,1,15.03,2999.0,2548.12
13472,4758,247,1,4.23,1399.0,1339.82
13473,4759,307,1,15.54,879.0,742.4
13474,4759,332,3,5.48,2999.0,8503.76
13475,4759,300,2,3.88,999.0,1920.57
13476,4760,132,1,6.05,2499.0,2347.87
13477,4760,3,2,12.4,599.0,1049.44
13478,4760,60,1,26.7,1299.0,952.2
13479,4761,290,1,15.7,1299.0,1095.05
13480,4761,302,1,11.31,2199.0,1950.31
13481,4761,217,1,3.06,499.0,483.73
13482,4761,31,1,8.26,1699.0,1558.59
13483,4762,278,1,17.34,,
13484,4762,9,5,8.57,699.0,3195.39
13485,4762,173,1,3.35,1499.0,1448.83
13486,4762,288,1,9.41,1299.0,1176.75
13487,4762,81,1,5.99,1499.0,1409.15
13488,4763,47,1,5.27,1299.0,1230.51
13489,4763,316,1,22.56,349.0,270.26
13490,4763,269,1,11.34,1399.0,1240.33
13491,4763,83,2,11.86,1299.0,2289.76
13492,4763,27,5,12.96,1499.0,6523.66
13493,4763,268,1,13.7,999.0,862.15
13494,4764,139,2,25.37,1299.0,1938.82
13495,4764,231,1,11.46,1381.0,1222.79
13496,4765,369,1,4.72,1799.0,1714.12
13497,4765,149,1,13.57,299.0,258.42
13498,4765,208,1,24.07,2999.0,2277.16
13499,4766,52,1,0.04,1999.0,1998.14
13500,4766,22,2,13.66,1499.0,2588.39
13501,4767,173,1,1.25,1499.0,1480.32
13502,4768,70,1,2.2,1499.0,1466.04
13503,4769,362,1,23.81,1999.0,1523.12
13504,4769,354,1,3.97,2999.0,2879.94
13505,4770,373,1,13.95,1599.0,1375.96
13506,4770,365,1,20.91,1499.0,1185.6
13507,4770,165,1,8.33,1799.0,1649.17
13508,4771,130,1,9.01,1999.0,1818.83
13509,4772,299,1,4.94,499.0,474.33
13510,4772,143,1,5.02,879.0,834.85
13511,4773,312,1,17.31,499.0,412.6
13512,4773,5,1,0.72,499.0,495.42
13513,4773,7,1,8.72,449.0,409.84
13514,4774,335,1,21.1,1699.0,1340.47
13515,4775,91,3,11.58,3999.0,10607.21
13516,4776,19,1,15.77,999.0,841.42
13517,4776,31,3,12.63,1699.0,4453.36
13518,4777,156,1,10.95,279.0,248.46
13519,4777,361,2,10.29,2199.0,3945.27
13520,4778,114,1,4.66,3499.0,3335.93
13521,4778,198,2,10.72,499.0,890.98
13522,4778,176,1,18.05,1499.0,1228.36
13523,4778,13,2,4.58,399.0,761.45
13524,4778,275,3,10.24,1499.0,4036.44
13525,4779,313,1,11.96,299.0,263.25
13526,4780,145,2,5.31,1199.0,2270.55
13527,4781,26,1,13.68,999.0,862.37
13528,4781,307,1,4.83,879.0,836.5
13529,4781,136,1,6.37,999.0,935.4
13530,4782,28,1,21.75,1299.0,1016.41
13531,4782,327,1,6.04,599.0,562.83
13532,4783,334,2,18.3,1799.0,2939.67
13533,4783,143,1,6.65,879.0,820.53
13534,4783,205,1,3.88,1199.0,1152.49
13535,4783,74,1,12.24,1399.0,1227.69
13536,4783,329,1,1.2,1799.0,1777.34
13537,4783,267,1,8.31,1299.0,1191.01
13538,4784,247,2,22.38,1399.0,2171.91
13539,4784,150,1,13.89,899.0,774.15
13540,4785,276,1,13.62,1499.0,1294.87
13541,4785,34,1,4.06,1499.0,1438.13
13542,4785,253,2,12.77,1799.0,3138.65
13543,4785,248,1,10.8,1299.0,1158.67
13544,4785,374,1,8.6,399.0,364.69
13545,4785,102,1,9.85,899.0,810.41
13546,4786,262,1,11.12,999.0,887.93
13547,4786,350,1,17.81,3499.0,2875.78
13548,4787,172,1,13.55,1399.0,1209.47
13549,4788,171,2,1.35,1699.0,3352.05
13550,4788,14,1,22.25,499.0,387.99
13551,4788,237,1,17.95,1499.0,1229.99
13552,4788,265,1,17.75,1799.0,1479.73
13553,4788,58,2,13.87,1299.0,2237.64
13554,4789,215,1,4.39,399.0,381.48
13555,4789,332,1,17.04,2999.0,2487.85
13556,4790,236,1,18.36,1499.0,1223.8
13557,4791,107,1,7.22,1999.0,1854.71
13558,4791,336,2,5.31,1399.0,2649.42
13559,4791,110,2,3.04,6999.0,13572.75
13560,4792,102,1,0.39,899.0,895.47
13561,4793,81,1,2.41,1499.0,1462.95
13562,4793,111,2,8.35,8999.0,16495.7
13563,4794,213,1,13.64,449.0,387.74
13564,4795,20,2,9.12,1199.0,2179.35
13565,4795,53,1,2.33,1399.0,1366.4
13566,4796,165,1,17.36,1799.0,1486.78
13567,4796,45,1,20.17,1599.0,1276.47
13568,4796,344,1,12.58,2499.0,2184.59
13569,4797,348,1,10.85,4999.0,4456.76
13570,4797,113,1,12.26,9999.0,8772.98
13571,4798,325,1,15.51,199.0,168.13
13572,4798,12,1,13.11,449.0,390.12
13573,4798,363,1,3.58,399.0,384.73
13574,4798,57,1,2.21,1799.0,1759.26
13575,4798,52,1,13.77,1999.0,1723.8
13576,4799,237,2,2.09,1499.0,2935.42
13577,4799,326,1,8.15,699.0,642.0
13578,4799,102,2,9.29,899.0,1630.99
13579,4799,33,1,14.97,2499.0,2124.89
13580,4800,85,1,21.85,1599.0,1249.59
13581,4800,289,1,22.44,2099.0,1627.94
13582,4800,83,1,3.83,1299.0,1249.26
13583,4801,373,1,20.25,1599.0,1275.26
13584,4801,86,1,15.61,3999.0,3374.8
13585,4801,111,1,0.38,8999.0,8965.16
13586,4801,250,2,10.85,1399.0,2494.38
13587,4801,72,1,18.61,999.0,813.11
13588,4802,225,1,4.74,2499.0,2380.54
13589,4802,288,1,16.25,1299.0,1087.94
13590,4802,296,1,12.51,2499.0,2186.26
13591,4802,108,2,0.83,9499.0,18839.83
13592,4802,139,1,11.9,1299.0,1144.47
13593,4802,131,1,7.49,1499.0,1386.74
13594,4803,375,2,2.69,1199.0,2333.54
13595,4803,171,1,1.89,1699.0,1666.82
13596,4803,319,1,26.76,299.0,219.0
13597,4803,111,1,5.22,8999.0,8529.58
13598,4804,248,3,12.21,1299.0,3421.37
13599,4804,53,2,10.54,1399.0,2502.99
13600,4804,218,1,13.08,699.0,607.57
13601,4805,19,1,6.44,999.0,934.66
13602,4805,323,1,13.95,949.0,816.63
13603,4806,21,1,7.64,2499.0,2308.13
13604,4807,357,2,3.23,2699.0,5223.8
13605,4808,318,1,1.13,299.0,295.62
13606,4808,89,2,9.95,1699.0,3059.84
13607,4808,52,1,6.34,1999.0,1872.28
13608,4809,108,2,19.44,9499.0,15305.09
13609,4809,128,1,17.17,1299.0,1075.94
13610,4810,290,1,14.13,1299.0,1115.5
13611,4810,188,1,5.16,1999.0,1895.92
13612,4810,65,1,11.52,1499.0,1326.34
13613,4811,360,1,13.18,1599.0,1388.32
13614,4811,235,2,24.1,2499.0,3793.33
13615,4812,375,2,11.12,1199.0,2131.38
13616,4813,20,2,7.38,1199.0,2220.96
13617,4813,350,1,12.65,3499.0,3056.51
13618,4813,14,1,15.04,499.0,423.96
13619,4814,159,1,7.98,949.0,873.29
13620,4815,145,1,1.47,1199.0,1181.37
13621,4815,369,1,11.08,1799.0,1599.58
13622,4816,297,2,4.88,1799.0,3422.27
13623,4817,236,1,0.15,1499.0,1496.7
13624,4818,263,1,0.79,1299.0,1288.68
13625,4818,111,1,23.01,8999.0,6928.18
13626,4819,290,2,3.23,1299.0,2514.14
13627,4820,113,1,11.88,9999.0,8810.62
13628,4820,39,1,12.27,2999.0,2631.09
13629,4821,59,1,18.52,1699.0,1384.32
13630,4821,272,3,2.05,999.0,2935.48
13631,4821,223,1,7.99,449.0,413.12
13632,4821,363,1,11.18,399.0,354.41
13633,4821,193,3,9.47,1599.0,4342.82
13634,4822,88,1,11.53,1299.0,1149.24
13635,4822,76,1,11.07,1999.0,1777.78
13636,4823,105,1,6.45,1999.0,1870.06
13637,4824,336,2,21.66,1399.0,2191.9
13638,4824,310,2,0.91,1699.0,3367.04
13639,4824,195,5,14.69,1999.0,8526.68
13640,4825,250,1,9.26,1399.0,1269.5
13641,4825,85,2,7.48,1599.0,2958.9
13642,4825,90,1,11.25,1999.0,1774.1
13643,4825,346,2,13.05,2499.0,4345.79
13644,4826,125,2,31.35,2099.0,2881.97
13645,4827,102,2,0.07,899.0,1796.81
13646,4827,364,2,5.57,3499.0,6608.18
13647,4827,73,2,19.55,1499.0,2411.85
13648,4827,355,1,22.3,1999.0,1553.23
13649,4828,239,1,12.71,2999.0,2617.81
13650,4828,98,2,10.68,1299.0,2320.53
13651,4828,285,8,25.2,2999.0,17945.34
13652,4829,39,2,15.81,2999.0,5049.6
13653,4830,163,1,22.95,599.0,461.51
13654,4831,212,3,14.84,599.0,1530.26
13655,4831,1,1,11.03,849.0,755.34
13656,4831,325,1,14.7,199.0,169.76
13657,4831,105,1,0.79,1999.0,1983.25
13658,4832,332,2,6.28,2999.0,5621.59
13659,4832,311,1,11.22,1429.0,1268.61
13660,4832,287,2,7.95,2499.0,4600.63
13661,4832,223,1,9.06,449.0,408.32
13662,4833,231,5,12.17,1381.0,6064.39
13663,4833,291,1,17.68,2299.0,1892.64
13664,4834,125,1,7.26,2099.0,1946.64
13665,4834,310,1,5.45,1699.0,1606.44
13666,4834,268,1,1.96,999.0,979.39
13667,4835,227,1,1.0,1499.0,1483.99
13668,4835,214,1,4.55,499.0,476.31
13669,4835,267,1,15.57,1299.0,1096.7
13670,4835,116,2,25.71,2499.0,3713.04
13671,4836,155,1,13.46,299.0,258.76
13672,4837,89,1,5.28,1699.0,1609.24
13673,4838,219,1,7.57,449.0,415.01
13674,4838,54,1,11.15,999.0,887.61
13675,4838,364,1,22.48,3499.0,2712.43
13676,4838,36,1,17.15,1999.0,1656.19
13677,4839,71,1,0.55,1299.0,1291.91
13678,4839,121,1,9.36,2999.0,2718.29
13679,4840,225,2,1.93,2499.0,4901.63
13680,4840,32,1,17.29,1999.0,1653.45
13681,4841,194,1,10.43,2199.0,1969.65
13682,4841,225,1,7.92,2499.0,2300.99
13683,4841,261,2,23.15,1499.0,2303.83
13684,4841,224,2,7.18,1199.0,2225.76
13685,4841,158,1,2.14,949.0,928.71
13686,4841,336,1,14.79,1399.0,1192.13
13687,4842,320,8,3.99,279.0,2143.04
13688,4842,69,2,8.06,1799.0,3308.14
13689,4842,325,1,13.27,199.0,172.6
13690,4843,363,1,5.28,399.0,377.93
13691,4843,18,5,18.14,449.0,1837.65
13692,4844,95,2,7.91,1999.0,3681.7
13693,4844,328,1,1.37,2099.0,2070.17
13694,4845,174,1,5.93,1449.0,1363.1
13695,4845,31,1,2.44,1699.0,1657.51
13696,4846,275,2,6.94,1499.0,2789.96
13697,4846,327,1,17.17,599.0,496.16
13698,4846,8,2,20.85,499.0,789.91
13699,4847,289,2,14.9,2099.0,3572.63
13700,4848,147,1,6.29,1429.0,1339.07
13701,4849,371,2,24.49,1799.0,2716.75
13702,4850,196,1,13.09,399.0,346.76
13703,4850,110,1,7.89,6999.0,6446.87
13704,4850,321,1,4.47,799.0,763.25
13705,4851,252,1,10.86,1299.0,1157.98
13706,4851,377,1,2.93,499.0,484.38
13707,4851,338,1,15.47,1449.0,1224.91
13708,4852,323,1,1.67,949.0,933.2
13709,4853,13,1,17.3,399.0,329.96
13710,4853,214,1,27.52,499.0,361.67
13711,4853,26,1,13.04,999.0,868.77
13712,4853,297,1,22.45,1799.0,1395.07
13713,4854,45,2,15.94,1599.0,2688.37
13714,4854,181,1,14.84,2499.0,2128.16
13715,4854,28,1,8.52,1299.0,1188.33
13716,4855,19,1,7.98,999.0,919.28
13717,4856,278,1,18.04,,
13718,4856,219,1,8.25,449.0,411.96
13719,4856,200,1,11.5,399.0,353.11
13720,4857,156,1,6.33,279.0,261.33
13721,4858,21,1,4.84,2499.0,2378.02
13722,4858,314,2,17.33,899.0,1486.48
13723,4858,299,2,12.76,499.0,870.63
13724,4858,336,1,24.73,1399.0,1052.97
13725,4859,317,1,2.16,499.0,488.2
13726,4859,150,1,3.68,899.0,865.91
13727,4859,225,2,7.55,2499.0,4620.53
13728,4859,220,1,15.26,449.0,380.48
13729,4859,365,1,14.58,1499.0,1280.44
13730,4859,24,3,12.95,1299.0,3392.44
13731,4860,101,1,6.17,3999.0,3752.2
13732,4860,138,2,24.49,2199.0,3320.8
13733,4860,361,1,6.37,2199.0,2058.84
13734,4861,228,1,6.71,1299.0,1211.84
13735,4861,171,1,14.54,1699.0,1451.95
13736,4862,211,2,15.5,599.0,1012.36
13737,4862,100,1,4.16,1999.0,1915.91
13738,4863,43,1,1.5,2999.0,2953.99
13739,4864,214,1,15.33,499.0,422.52
13740,4864,336,1,5.18,1399.0,1326.59
13741,4864,148,1,17.65,499.0,410.95
13742,4865,189,1,11.6,2999.0,2651.14
13743,4866,178,1,13.76,3499.0,3017.7
13744,4866,69,1,9.23,1799.0,1632.9
